profile,h_km,sigma_iono,n,f_hz,Q,Re_Zg,Re_Zi
apollo_classic,100.0,0.0001,3,95.13309815282291,0.534062074354515,68.38534900905897,1.9380152068467316
nominal,150.0,3e-05,3,95.13309815282291,1.089649679361412,48.16208484078906,3.538533917817282
nominal,80.0,1e-05,3,95.13309815282291,0.5534072395997185,48.16208484078906,6.130001104309631
pessimistic_warm,70.0,0.001,1,38.83792468742084,2.6182012380468938,3.707741018637186,0.391569038935955
apollo_classic,150.0,0.0001,3,95.13309815282291,0.8010931115317725,68.38534900905897,1.9380152068467316
apollo_classic,100.0,0.0001,2,67.26925881914649,0.5165727754959706,49.78001839091829,1.6296574102909376
nominal,150.0,3e-05,2,67.26925881914649,1.0238264247986197,35.932751085788176,2.9754636360611677
nominal,100.0,1e-07,1,38.83792468742084,0.24636227613003167,22.663074572615553,39.57290707935288
pessimistic_warm,70.0,0.0003,3,95.13309815282291,3.773717232652592,5.847693089752086,1.1188938634613523
apollo_classic,150.0,0.0001,2,67.26925881914649,0.774859163243956,49.78001839091829,1.6296574102909376
apollo_classic,100.0,0.0001,1,38.83792468742084,0.4810637498127938,30.63401703249489,1.2382620634305879
pessimistic_warm,70.0,0.0003,2,67.26925881914649,3.1755849844742237,4.913101114143291,0.9408714081077424
apollo_classic,150.0,0.0001,1,38.83792468742084,0.7215956247191907,30.63401703249489,1.2382620634305879
apollo_classic,100.0,3e-05,3,95.13309815282291,0.5221776166745371,68.38534900905897,3.538533917817282
nominal,100.0,0.0001,3,95.13309815282291,0.7496400552698492,48.16208484078906,1.9380152068467316
nominal,80.0,3e-05,1,38.83792468742084,0.492141642749358,22.663074572615553,2.26080386418569
pessimistic_warm,70.0,0.0003,1,38.83792468742084,2.4267862978396413,3.707741018637186,0.7149057869058422
apollo_classic,150.0,3e-05,3,95.13309815282291,0.7832664250118058,68.38534900905897,3.538533917817282
apollo_classic,100.0,3e-05,2,67.26925881914649,0.5033948680896777,49.78001839091829,2.9754636360611677
nominal,80.0,3e-05,2,67.26925881914649,0.5460407598925971,35.932751085788176,2.9754636360611677
pessimistic_warm,70.0,0.0001,3,95.13309815282291,3.3766907565235917,5.847693089752086,1.9380152068467316
apollo_classic,150.0,3e-05,2,67.26925881914649,0.7550923021345166,49.78001839091829,2.9754636360611677
apollo_classic,100.0,3e-05,1,38.83792468742084,0.4661097911164808,30.63401703249489,2.26080386418569
nominal,80.0,3e-05,3,95.13309815282291,0.5811464956594198,48.16208484078906,3.538533917817282
optimistic_cold,120.0,3e-07,3,95.13309815282291,0.2698324622176807,131.33369607958164,35.690129564212654
pessimistic_warm,70.0,0.0001,2,67.26925881914649,2.841276683490714,4.913101114143291,1.6296574102909376
apollo_classic,100.0,1e-05,3,95.13309815282291,0.5040175173517256,68.38534900905897,6.130001104309631
nominal,100.0,0.0001,2,67.26925881914649,0.7070057533384948,35.932751085788176,1.6296574102909376
nominal,80.0,0.0001,1,38.83792468742084,0.5131963397843582,22.663074572615553,1.2382620634305879
optimistic_cold,120.0,1e-06,1,38.83792468742084,0.34996666163038964,40.178073292182056,12.395842264925669
pessimistic_warm,70.0,0.0001,1,38.83792468742084,2.169998378446019,3.707741018637186,1.2382620634305879
