name,Q_n1,Re_Zg,sigma_eff,att_90deg_10Hz_db
grimm_lf_preferred,0.7814327698118186,15.70502617843407,1.3796683511959035e-07,55.32242650392068
nearside_warm,0.775582070305773,15.853040645178199,5.200865407101847e-07,107.41172145593335
farside_cold,0.8284013264147401,14.59255040838982,5.730708918751646e-08,35.65480326289048
pkt,0.9361669634913009,12.461950245760178,3.2283485728086345e-06,267.61107323721313
