r_m,depth_km,sigma_S_m,eps_r
1.826080517034067307e+05,1.554791948296593318e+03,5.920961211699733717e-02,6.500000000000000000e+00
1.860863334669338074e+05,1.551313666533066225e+03,5.914923324243064051e-02,6.500000000000000000e+00
1.895646152304608840e+05,1.547835384769539132e+03,5.908891593909137291e-02,6.500000000000000000e+00
1.930428969939877279e+05,1.544357103006012267e+03,5.902866014419242552e-02,6.500000000000000000e+00
1.965211787575148046e+05,1.540878821242485174e+03,5.896846579501068691e-02,6.500000000000000000e+00
1.999994605210418813e+05,1.537400539478958081e+03,5.890833282888700145e-02,6.500000000000000000e+00
2.034777422845689580e+05,1.533922257715430987e+03,5.884826118322614846e-02,6.500000000000000000e+00
2.069560240480960347e+05,1.530443975951903894e+03,5.878825079549673122e-02,6.500000000000000000e+00
2.104343058116231114e+05,1.526965694188376801e+03,5.872830160323107285e-02,6.500000000000000000e+00
2.139125875751499552e+05,1.523487412424849936e+03,5.866841354402525799e-02,6.500000000000000000e+00
2.173908693386772648e+05,1.520009130661322843e+03,5.860858655553895930e-02,6.500000000000000000e+00
2.208691511022043414e+05,1.516530848897795750e+03,5.854882057549544438e-02,6.500000000000000000e+00
2.243474328657314181e+05,1.513052567134268656e+03,5.848911554168151339e-02,6.500000000000000000e+00
2.278257146292584948e+05,1.509574285370741563e+03,5.842947139194734629e-02,6.500000000000000000e+00
2.313039963927855715e+05,1.506096003607214470e+03,5.836988806420653764e-02,6.500000000000000000e+00
2.347822781563124154e+05,1.502617721843687605e+03,5.831036549643600631e-02,6.500000000000000000e+00
2.382605599198394921e+05,1.499139440080160512e+03,5.825090362667589838e-02,6.500000000000000000e+00
2.417388416833665688e+05,1.495661158316633419e+03,5.819150239302954553e-02,6.500000000000000000e+00
2.452171234468936455e+05,1.492182876553106325e+03,5.813216173366339556e-02,6.500000000000000000e+00
2.486954052104207221e+05,1.488704594789579232e+03,5.807288158680697782e-02,6.500000000000000000e+00
2.521736869739477988e+05,1.485226313026052139e+03,5.801366189075276431e-02,6.500000000000000000e+00
2.556519687374746427e+05,1.481748031262525274e+03,5.795450258385620446e-02,6.500000000000000000e+00
2.591302505010017194e+05,1.478269749498998181e+03,5.789540360453555162e-02,6.500000000000000000e+00
2.626085322645287961e+05,1.474791467735471315e+03,5.783636489127191166e-02,6.500000000000000000e+00
2.660868140280561056e+05,1.471313185971943994e+03,5.777738638260911108e-02,6.500000000000000000e+00
2.695650957915831823e+05,1.467834904208416901e+03,5.771846801715362074e-02,6.500000000000000000e+00
2.730433775551102590e+05,1.464356622444889808e+03,5.765960973357454888e-02,6.500000000000000000e+00
2.765216593186371028e+05,1.460878340681362943e+03,5.760081147060350931e-02,6.500000000000000000e+00
2.799999410821641795e+05,1.457400058917835850e+03,5.754207316703464220e-02,6.500000000000000000e+00
2.834782228456912562e+05,1.453921777154308757e+03,5.748339476172444756e-02,6.500000000000000000e+00
2.869565046092183329e+05,1.450443495390781663e+03,5.742477619359183383e-02,6.500000000000000000e+00
2.904347863727454096e+05,1.446965213627254570e+03,5.736621740161795824e-02,6.500000000000000000e+00
