r_m,depth_km,sigma_S_m,eps_r
7.478131703406781889e+04,1.662618682965932294e+03,4.668947183441626153e-02,5.500000000000000000e+00
7.825959879759512842e+04,1.659140401202404973e+03,4.639280868833068477e-02,5.500000000000000000e+00
8.173788056112220511e+04,1.655662119438877880e+03,4.609803052870536932e-02,5.500000000000000000e+00
8.521616232464928180e+04,1.652183837675350787e+03,4.580512537840732840e-02,5.500000000000000000e+00
8.869444408817635849e+04,1.648705555911823694e+03,4.551408133640585940e-02,5.500000000000000000e+00
9.217272585170320235e+04,1.645227274148296829e+03,4.522488657728888223e-02,5.500000000000000000e+00
9.565100761523027904e+04,1.641748992384769736e+03,4.493752935078258737e-02,5.500000000000000000e+00
9.912928937875735573e+04,1.638270710621242642e+03,4.465199798127392206e-02,5.500000000000000000e+00
1.026075711422844324e+05,1.634792428857715549e+03,4.436828086733632381e-02,5.500000000000000000e+00
1.060858529058115091e+05,1.631314147094188456e+03,4.408636648125815322e-02,5.500000000000000000e+00
1.095641346693385858e+05,1.627835865330661363e+03,4.380624336857451978e-02,5.500000000000000000e+00
1.130424164328654297e+05,1.624357583567134498e+03,4.352790014760168913e-02,5.500000000000000000e+00
1.165206981963925064e+05,1.620879301803607405e+03,4.325132550897475142e-02,5.500000000000000000e+00
1.199989799599195831e+05,1.617401020040080311e+03,4.297650821518805148e-02,5.500000000000000000e+00
1.234772617234468926e+05,1.613922738276553218e+03,4.270343710013865812e-02,5.500000000000000000e+00
1.269555434869739693e+05,1.610444456513026125e+03,4.243210106867265075e-02,5.500000000000000000e+00
1.304338252505010460e+05,1.606966174749499032e+03,4.216248909613424384e-02,5.500000000000000000e+00
1.339121070140278898e+05,1.603487892985972167e+03,4.189459022791792303e-02,5.500000000000000000e+00
1.373903887775549665e+05,1.600009611222445074e+03,4.162839357902332893e-02,5.500000000000000000e+00
1.408686705410820432e+05,1.596531329458917980e+03,4.136388833361296508e-02,5.500000000000000000e+00
1.443469523046091199e+05,1.593053047695390887e+03,4.110106374457279943e-02,5.500000000000000000e+00
1.478252340681361966e+05,1.589574765931863794e+03,4.083990913307555121e-02,5.500000000000000000e+00
1.513035158316630404e+05,1.586096484168336929e+03,4.058041388814677408e-02,5.500000000000000000e+00
1.547817975951901171e+05,1.582618202404809836e+03,4.032256746623377047e-02,5.500000000000000000e+00
1.582600793587171938e+05,1.579139920641282743e+03,4.006635939077715647e-02,5.500000000000000000e+00
1.617383611222442705e+05,1.575661638877755649e+03,3.981177925178527172e-02,5.500000000000000000e+00
1.652166428857713472e+05,1.572183357114228556e+03,3.955881670541108730e-02,5.500000000000000000e+00
1.686949246492984239e+05,1.568705075350701463e+03,3.930746147353204184e-02,5.500000000000000000e+00
1.721732064128255006e+05,1.565226793587174598e+03,3.905770334333234090e-02,5.500000000000000000e+00
1.756514881763525773e+05,1.561748511823647505e+03,3.880953216688803886e-02,5.500000000000000000e+00
1.791297699398796540e+05,1.558270230060120412e+03,3.856293786075471602e-02,5.500000000000000000e+00
1.826080517034067307e+05,1.554791948296593318e+03,3.831791040555780625e-02,5.500000000000000000e+00
1.860863334669338074e+05,1.551313666533066225e+03,3.807443984558547129e-02,5.500000000000000000e+00
1.895646152304608840e+05,1.547835384769539132e+03,3.783251628838405628e-02,5.500000000000000000e+00
1.930428969939877279e+05,1.544357103006012267e+03,3.759212990435620294e-02,5.500000000000000000e+00
1.965211787575148046e+05,1.540878821242485174e+03,3.735327092636143986e-02,5.500000000000000000e+00
1.999994605210418813e+05,1.537400539478958081e+03,3.711592964931932637e-02,5.500000000000000000e+00
2.034777422845689580e+05,1.533922257715430987e+03,3.688009642981517761e-02,5.500000000000000000e+00
2.069560240480960347e+05,1.530443975951903894e+03,3.664576168570819054e-02,5.500000000000000000e+00
2.104343058116231114e+05,1.526965694188376801e+03,3.641291589574209564e-02,5.500000000000000000e+00
2.139125875751499552e+05,1.523487412424849936e+03,3.618154959915834828e-02,5.500000000000000000e+00
2.173908693386772648e+05,1.520009130661322843e+03,3.595165339531167237e-02,5.500000000000000000e+00
2.208691511022043414e+05,1.516530848897795750e+03,3.572321794328821992e-02,5.500000000000000000e+00
2.243474328657314181e+05,1.513052567134268656e+03,3.549623396152586097e-02,5.500000000000000000e+00
2.278257146292584948e+05,1.509574285370741563e+03,3.527069222743724197e-02,5.500000000000000000e+00
2.313039963927855715e+05,1.506096003607214470e+03,3.504658357703491905e-02,5.500000000000000000e+00
2.347822781563124154e+05,1.502617721843687605e+03,3.482389890455915571e-02,5.500000000000000000e+00
2.382605599198394921e+05,1.499139440080160512e+03,3.460262916210775364e-02,5.500000000000000000e+00
2.417388416833665688e+05,1.495661158316633419e+03,3.438276535926866606e-02,5.500000000000000000e+00
2.452171234468936455e+05,1.492182876553106325e+03,3.416429856275449845e-02,5.500000000000000000e+00
2.486954052104207221e+05,1.488704594789579232e+03,3.394721989603968759e-02,5.500000000000000000e+00
2.521736869739477988e+05,1.485226313026052139e+03,3.373152053899973468e-02,5.500000000000000000e+00
2.556519687374746427e+05,1.481748031262525274e+03,3.351719172755292242e-02,5.500000000000000000e+00
2.591302505010017194e+05,1.478269749498998181e+03,3.330422475330414162e-02,5.500000000000000000e+00
2.626085322645287961e+05,1.474791467735471315e+03,3.309261096319110473e-02,5.500000000000000000e+00
2.660868140280561056e+05,1.471313185971943994e+03,3.288234175913277990e-02,5.500000000000000000e+00
2.695650957915831823e+05,1.467834904208416901e+03,3.267340859767997596e-02,5.500000000000000000e+00
2.730433775551102590e+05,1.464356622444889808e+03,3.246580298966832145e-02,5.500000000000000000e+00
2.765216593186371028e+05,1.460878340681362943e+03,3.225951649987320730e-02,5.500000000000000000e+00
2.799999410821641795e+05,1.457400058917835850e+03,3.205454074666716502e-02,5.500000000000000000e+00
2.834782228456912562e+05,1.453921777154308757e+03,3.185086740167923647e-02,5.500000000000000000e+00
2.869565046092183329e+05,1.450443495390781663e+03,3.164848818945667497e-02,5.500000000000000000e+00
2.904347863727454096e+05,1.446965213627254570e+03,3.144739488712858938e-02,5.500000000000000000e+00
2.939130681362724863e+05,1.443486931863727477e+03,3.124757932407194738e-02,5.500000000000000000e+00
2.973913498997993302e+05,1.440008650100200612e+03,3.104903338157952511e-02,5.500000000000000000e+00
3.008696316633264069e+05,1.436530368336673519e+03,3.085174899253004949e-02,5.500000000000000000e+00
3.043479134268534835e+05,1.433052086573146426e+03,3.065571814106043957e-02,5.500000000000000000e+00
3.078261951903805602e+05,1.429573804809619332e+03,3.046093286224013305e-02,5.500000000000000000e+00
3.113044769539078698e+05,1.426095523046092239e+03,3.026738524174738681e-02,5.500000000000000000e+00
3.147827587174347136e+05,1.422617241282565374e+03,3.007506741554782231e-02,5.500000000000000000e+00
3.182610404809617903e+05,1.419138959519038281e+03,2.988397156957478193e-02,5.500000000000000000e+00
3.217393222444888670e+05,1.415660677755511188e+03,2.969408993941190927e-02,5.500000000000000000e+00
3.252176040080159437e+05,1.412182395991984095e+03,2.950541480997768626e-02,5.500000000000000000e+00
3.286958857715430204e+05,1.408704114228457001e+03,2.931793851521188876e-02,5.500000000000000000e+00
3.321741675350700971e+05,1.405225832464929908e+03,2.913165343776419336e-02,5.500000000000000000e+00
3.356524492985969409e+05,1.401747550701403043e+03,2.894655200868460204e-02,5.500000000000000000e+00
3.391307310621240176e+05,1.398269268937875950e+03,2.876262670711595207e-02,5.500000000000000000e+00
3.426090128256510943e+05,1.394790987174348857e+03,2.857987005998830626e-02,5.500000000000000000e+00
3.460872945891781710e+05,1.391312705410821764e+03,2.839827464171537641e-02,5.500000000000000000e+00
3.495655763527052477e+05,1.387834423647294670e+03,2.821783307389271259e-02,5.500000000000000000e+00
3.530438581162323244e+05,1.384356141883767577e+03,2.803853802499802969e-02,5.500000000000000000e+00
3.565221398797594011e+05,1.380877860120240712e+03,2.786038221009321317e-02,5.500000000000000000e+00
3.600004216432864778e+05,1.377399578356713619e+03,2.768335839052837172e-02,5.500000000000000000e+00
3.634787034068135545e+05,1.373921296593186526e+03,2.750745937364776697e-02,5.500000000000000000e+00
3.669569851703406312e+05,1.370443014829659433e+03,2.733267801249747442e-02,5.500000000000000000e+00
3.704352669338677078e+05,1.366964733066132339e+03,2.715900720553505662e-02,5.500000000000000000e+00
3.739135486973947845e+05,1.363486451302605246e+03,2.698643989634104748e-02,5.500000000000000000e+00
3.773918304609216284e+05,1.360008169539078381e+03,2.681496907333215732e-02,5.500000000000000000e+00
3.808701122244487051e+05,1.356529887775551288e+03,2.664458776947643825e-02,5.500000000000000000e+00
3.843483939879757818e+05,1.353051606012024195e+03,2.647528906201023977e-02,5.500000000000000000e+00
3.878266757515028585e+05,1.349573324248497102e+03,2.630706607215684348e-02,5.500000000000000000e+00
3.913049575150299352e+05,1.346095042484970008e+03,2.613991196484705820e-02,5.500000000000000000e+00
3.947832392785570119e+05,1.342616760721442915e+03,2.597381994844142825e-02,5.500000000000000000e+00
3.982615210420838557e+05,1.339138478957916050e+03,2.580878327445437770e-02,5.500000000000000000e+00
4.017398028056109324e+05,1.335660197194388957e+03,2.564479523727985696e-02,5.500000000000000000e+00
4.052180845691382419e+05,1.332181915430861864e+03,2.548184917391908486e-02,5.500000000000000000e+00
4.086963663326653186e+05,1.328703633667334771e+03,2.531993846370965418e-02,5.500000000000000000e+00
4.121746480961923953e+05,1.325225351903807677e+03,2.515905652805665305e-02,5.500000000000000000e+00
4.156529298597194720e+05,1.321747070140280584e+03,2.499919683016525729e-02,5.500000000000000000e+00
4.191312116232463159e+05,1.318268788376753719e+03,2.484035287477525528e-02,5.500000000000000000e+00
4.226094933867733926e+05,1.314790506613226626e+03,2.468251820789699180e-02,5.500000000000000000e+00
4.260877751503004692e+05,1.311312224849699533e+03,2.452568641654929646e-02,5.500000000000000000e+00
4.295660569138275459e+05,1.307833943086172440e+03,2.436985112849878940e-02,5.500000000000000000e+00
4.330443386773546226e+05,1.304355661322645346e+03,2.421500601200106406e-02,5.500000000000000000e+00
4.365226204408816993e+05,1.300877379559118253e+03,2.406114477554332706e-02,5.500000000000000000e+00
4.400009022044085432e+05,1.297399097795591388e+03,2.390826116758888037e-02,5.500000000000000000e+00
4.434791839679356199e+05,1.293920816032064295e+03,2.375634897632300513e-02,5.500000000000000000e+00
4.469574657314626966e+05,1.290442534268537202e+03,2.360540202940063226e-02,5.500000000000000000e+00
4.504357474949900061e+05,1.286964252505009881e+03,2.345541419369556388e-02,5.500000000000000000e+00
4.539140292585170828e+05,1.283485970741483015e+03,2.330637937505122131e-02,5.500000000000000000e+00
4.573923110220441595e+05,1.280007688977955922e+03,2.315829151803310004e-02,5.500000000000000000e+00
4.608705927855710033e+05,1.276529407214429057e+03,2.301114460568267489e-02,5.500000000000000000e+00
4.643488745490980800e+05,1.273051125450901964e+03,2.286493265927295321e-02,5.500000000000000000e+00
4.678271563126251567e+05,1.269572843687374871e+03,2.271964973806553725e-02,5.500000000000000000e+00
4.713054380761522334e+05,1.266094561923847778e+03,2.257528993906930334e-02,5.500000000000000000e+00
4.747837198396793101e+05,1.262616280160320684e+03,2.243184739680044448e-02,5.500000000000000000e+00
4.782620016032063868e+05,1.259137998396793591e+03,2.228931628304428245e-02,5.500000000000000000e+00
4.817402833667332307e+05,1.255659716633266726e+03,2.214769080661835310e-02,5.500000000000000000e+00
4.852185651302603073e+05,1.252181434869739633e+03,2.200696521313715362e-02,5.500000000000000000e+00
4.886968468937873840e+05,1.248703153106212540e+03,2.186713378477832953e-02,5.500000000000000000e+00
4.921751286573144607e+05,1.245224871342685447e+03,2.172819084005037787e-02,5.500000000000000000e+00
4.956534104208415374e+05,1.241746589579158353e+03,2.159013073356174511e-02,5.500000000000000000e+00
4.991316921843686141e+05,1.238268307815631488e+03,2.145294785579151750e-02,5.500000000000000000e+00
5.026099739478956908e+05,1.234790026052104395e+03,2.131663663286143678e-02,5.500000000000000000e+00
5.060882557114227675e+05,1.231311744288577302e+03,2.118119152630945634e-02,5.500000000000000000e+00
5.095665374749498442e+05,1.227833462525050209e+03,2.104660703286474407e-02,5.500000000000000000e+00
5.130448192384769209e+05,1.224355180761523116e+03,2.091287768422400023e-02,5.500000000000000000e+00
5.165231010020039976e+05,1.220876898997996022e+03,2.077999804682935381e-02,5.500000000000000000e+00
5.200013827655308414e+05,1.217398617234469157e+03,2.064796272164753921e-02,5.500000000000000000e+00
5.234796645290579181e+05,1.213920335470942064e+03,2.051676634395053697e-02,5.500000000000000000e+00
5.269579462925849948e+05,1.210442053707414971e+03,2.038640358309760925e-02,5.500000000000000000e+00
5.304362280561120715e+05,1.206963771943887878e+03,2.025686914231874039e-02,5.500000000000000000e+00
5.339145098196391482e+05,1.203485490180360785e+03,2.012815775849934041e-02,5.500000000000000000e+00
5.373927915831662249e+05,1.200007208416833691e+03,2.000026420196650626e-02,5.500000000000000000e+00
5.408710733466930687e+05,1.196528926653306826e+03,1.976084491051907990e-02,5.500000000000000000e+00
5.443493551102203783e+05,1.193050644889779733e+03,1.952406181351714134e-02,5.500000000000000000e+00
5.478276368737474550e+05,1.189572363126252640e+03,1.929011595527092143e-02,5.500000000000000000e+00
5.513059186372745316e+05,1.186094081362725547e+03,1.905897333874322086e-02,5.500000000000000000e+00
5.547842004008016083e+05,1.182615799599198454e+03,1.883060037426421973e-02,5.500000000000000000e+00
5.582624821643286850e+05,1.179137517835671360e+03,1.860496387465024673e-02,5.500000000000000000e+00
5.617407639278555289e+05,1.175659236072144495e+03,1.838203105038100846e-02,5.500000000000000000e+00
5.652190456913826056e+05,1.172180954308617402e+03,1.816176950483453997e-02,5.500000000000000000e+00
5.686973274549096823e+05,1.168702672545090309e+03,1.794414722957945324e-02,5.500000000000000000e+00
5.721756092184367590e+05,1.165224390781563216e+03,1.772913259972338021e-02,5.500000000000000000e+00
5.756538909819638357e+05,1.161746109018036123e+03,1.751669436931725665e-02,5.500000000000000000e+00
5.791321727454909123e+05,1.158267827254509029e+03,1.730680166681466958e-02,5.500000000000000000e+00
5.826104545090177562e+05,1.154789545490982164e+03,1.709942399058560908e-02,5.500000000000000000e+00
5.860887362725448329e+05,1.151311263727455071e+03,1.689453120448389592e-02,5.500000000000000000e+00
5.895670180360719096e+05,1.147832981963927978e+03,1.669209353346791380e-02,5.500000000000000000e+00
5.930452997995992191e+05,1.144354700200400885e+03,1.649208155927360184e-02,5.500000000000000000e+00
5.965235815631262958e+05,1.140876418436873792e+03,1.629446621613942978e-02,5.500000000000000000e+00
6.000018633266533725e+05,1.137398136673346698e+03,1.609921878658255451e-02,5.500000000000000000e+00
6.034801450901802164e+05,1.133919854909819833e+03,1.590631089722559580e-02,5.500000000000000000e+00
6.069584268537072930e+05,1.130441573146292740e+03,1.571571451467335817e-02,5.500000000000000000e+00
6.104367086172343697e+05,1.126963291382765647e+03,1.552740194143911387e-02,5.500000000000000000e+00
6.139149903807614464e+05,1.123485009619238554e+03,1.534134581191953610e-02,5.500000000000000000e+00
6.173932721442885231e+05,1.120006727855711461e+03,1.515751908841793567e-02,5.500000000000000000e+00
6.208715539078155998e+05,1.116528446092184367e+03,1.497589505721514704e-02,5.500000000000000000e+00
6.243498356713424437e+05,1.113050164328657502e+03,1.479644732468750161e-02,5.500000000000000000e+00
6.278281174348695204e+05,1.109571882565130409e+03,1.461914981347124144e-02,5.500000000000000000e+00
6.313063991983965971e+05,1.106093600801603316e+03,1.444397675867304526e-02,5.500000000000000000e+00
6.347846809619236737e+05,1.102615319038076223e+03,1.427090270412581172e-02,5.500000000000000000e+00
6.382629627254509833e+05,1.099137037274549130e+03,1.409990249868938068e-02,5.500000000000000000e+00
6.417412444889780600e+05,1.095658755511022036e+03,1.393095129259556628e-02,5.500000000000000000e+00
6.452195262525049038e+05,1.092180473747495171e+03,1.376402453383700035e-02,5.500000000000000000e+00
6.486978080160319805e+05,1.088702191983968078e+03,1.359909796459917927e-02,5.500000000000000000e+00
6.521760897795590572e+05,1.085223910220440985e+03,1.343614761773539480e-02,5.500000000000000000e+00
6.556543715430861339e+05,1.081745628456913892e+03,1.327514981328377364e-02,5.500000000000000000e+00
6.591326533066132106e+05,1.078267346693386799e+03,1.311608115502611860e-02,5.500000000000000000e+00
6.626109350701402873e+05,1.074789064929859705e+03,1.295891852708794603e-02,5.500000000000000000e+00
6.660892168336671311e+05,1.071310783166332840e+03,1.280363909057933083e-02,5.500000000000000000e+00
6.695674985971942078e+05,1.067832501402805747e+03,1.265022028027589993e-02,5.500000000000000000e+00
6.730457803607212845e+05,1.064354219639278654e+03,1.249863980133970182e-02,5.500000000000000000e+00
6.765240621242483612e+05,1.060875937875751561e+03,1.234887562607929132e-02,5.500000000000000000e+00
6.800023438877754379e+05,1.057397656112224468e+03,1.220090599074865473e-02,5.500000000000000000e+00
6.834806256513022818e+05,1.053919374348697829e+03,1.205470939238453311e-02,5.500000000000000000e+00
6.869589074148295913e+05,1.050441092585170509e+03,1.191026458568157122e-02,5.500000000000000000e+00
6.904371891783565516e+05,1.046962810821643416e+03,1.176755057990498503e-02,5.500000000000000000e+00
6.939154709418836283e+05,1.043484529058116323e+03,1.162654663584014245e-02,5.500000000000000000e+00
6.973937527054108214e+05,1.040006247294589230e+03,1.148723226277878484e-02,5.500000000000000000e+00
7.008720344689378981e+05,1.036527965531062137e+03,1.134958721554128400e-02,5.500000000000000000e+00
7.043503162324647419e+05,1.033049683767535271e+03,1.121359149153462569e-02,5.500000000000000000e+00
7.078285979959918186e+05,1.029571402004008178e+03,1.107922532784561161e-02,5.500000000000000000e+00
7.113068797595188953e+05,1.026093120240481085e+03,1.094646919836892579e-02,5.500000000000000000e+00
7.147851615230459720e+05,1.022614838476953992e+03,1.081530381096960577e-02,5.500000000000000000e+00
7.182634432865730487e+05,1.019136556713426899e+03,1.068571010467949528e-02,5.500000000000000000e+00
7.217417250501001254e+05,1.015658274949899919e+03,1.055766924692730889e-02,5.500000000000000000e+00
7.252200068136272021e+05,1.012179993186372826e+03,1.043116263080186117e-02,5.500000000000000000e+00
7.286982885771542788e+05,1.008701711422845733e+03,1.030617187234813929e-02,5.500000000000000000e+00
7.321765703406812390e+05,1.005223429659318754e+03,1.018267880789573351e-02,5.500000000000000000e+00
7.356548521042083157e+05,1.001745147895791661e+03,1.006066549141926628e-02,5.500000000000000000e+00
7.391331338677353924e+05,9.982668661322645676e+02,9.940114191930519982e-03,5.500000000000000000e+00
7.426114156312624691e+05,9.947885843687374745e+02,9.821007390901716899e-03,5.500000000000000000e+00
7.460896973947895458e+05,9.913103026052104951e+02,9.703327779719770826e-03,5.500000000000000000e+00
7.495679791583166225e+05,9.878320208416834021e+02,9.587058257170969280e-03,5.500000000000000000e+00
7.530462609218435828e+05,9.843537390781564227e+02,9.472181926955839867e-03,5.500000000000000000e+00
7.565245426853706595e+05,9.808754573146293296e+02,9.358682095233742879e-03,5.500000000000000000e+00
7.600028244488976197e+05,9.773971755511023503e+02,9.246542268196973266e-03,5.500000000000000000e+00
7.634811062124246964e+05,9.739188937875752572e+02,9.135746149673848113e-03,5.500000000000000000e+00
7.669593879759518895e+05,9.704406120240481641e+02,9.026277638760541941e-03,5.500000000000000000e+00
7.704376697394788498e+05,9.669623302605211848e+02,8.918120827481326382e-03,5.500000000000000000e+00
7.739159515030059265e+05,9.634840484969940917e+02,8.811259998476770119e-03,5.500000000000000000e+00
7.773942332665330032e+05,9.600057667334669986e+02,8.705679622719760327e-03,5.500000000000000000e+00
7.808725150300599635e+05,9.565274849699400193e+02,8.601364357258771409e-03,5.500000000000000000e+00
7.843507967935870402e+05,9.530492032064129262e+02,8.498299042988243998e-03,5.500000000000000000e+00
7.878290785571141168e+05,9.495709214428858331e+02,8.396468702445659613e-03,5.500000000000000000e+00
7.913073603206411935e+05,9.460926396793588538e+02,8.295858537635023011e-03,5.500000000000000000e+00
7.947856420841682702e+05,9.426143579158317607e+02,8.196453927876381010e-03,5.500000000000000000e+00
7.982639238476953469e+05,9.391360761523046676e+02,8.098240427681197354e-03,5.500000000000000000e+00
8.017422056112223072e+05,9.356577943887776883e+02,8.001203764653094450e-03,5.500000000000000000e+00
8.052204873747493839e+05,9.321795126252505952e+02,7.905329837413798896e-03,5.500000000000000000e+00
8.086987691382764606e+05,9.287012308617235021e+02,7.810604713553925653e-03,5.500000000000000000e+00
8.121770509018034209e+05,9.252229490981965228e+02,7.717014627608330228e-03,5.500000000000000000e+00
8.156553326653306140e+05,9.217446673346694297e+02,7.624545979055673273e-03,5.500000000000000000e+00
8.191336144288576907e+05,9.182663855711423366e+02,7.533185330342042317e-03,5.500000000000000000e+00
8.226118961923846509e+05,9.147881038076153573e+02,7.442919404928173555e-03,5.500000000000000000e+00
8.260901779559117276e+05,9.113098220440882642e+02,7.353735085360108871e-03,5.500000000000000000e+00
8.295684597194388043e+05,9.078315402805611711e+02,7.265619411362967198e-03,5.500000000000000000e+00
8.330467414829657646e+05,9.043532585170341918e+02,7.178559577957565642e-03,5.500000000000000000e+00
8.365250232464929577e+05,9.008749767535070987e+02,7.092542933599566002e-03,5.500000000000000000e+00
8.400033050100200344e+05,8.973966949899800056e+02,7.007556978340995744e-03,5.500000000000000000e+00
8.434815867735469947e+05,8.939184132264530263e+02,6.923589362013727981e-03,5.500000000000000000e+00
8.469598685370740714e+05,8.904401314629259332e+02,6.840627882434754774e-03,5.500000000000000000e+00
8.504381503006011480e+05,8.869618496993988401e+02,6.758660483632971880e-03,5.500000000000000000e+00
8.539164320641281083e+05,8.834835679358718608e+02,6.677675254097204319e-03,5.500000000000000000e+00
8.573947138276551850e+05,8.800052861723447677e+02,6.597660425045201275e-03,5.500000000000000000e+00
8.608729955911823781e+05,8.765270044088176746e+02,6.518604368713433808e-03,5.500000000000000000e+00
8.643512773547093384e+05,8.730487226452906953e+02,6.440495596667320660e-03,5.500000000000000000e+00
8.678295591182364151e+05,8.695704408817636022e+02,6.363322758131736458e-03,5.500000000000000000e+00
8.713078408817634918e+05,8.660921591182365091e+02,6.287074638341516065e-03,5.500000000000000000e+00
8.747861226452904521e+05,8.626138773547095298e+02,6.211740156911707035e-03,5.500000000000000000e+00
8.782644044088175287e+05,8.591355955911824367e+02,6.137308366227398407e-03,5.500000000000000000e+00
8.817426861723446054e+05,8.556573138276553436e+02,6.063768449852787595e-03,5.500000000000000000e+00
8.852209679358716821e+05,8.521790320641283643e+02,5.991109720959344846e-03,5.500000000000000000e+00
8.886992496993987588e+05,8.487007503006012712e+02,5.919321620772803778e-03,5.500000000000000000e+00
8.921775314629258355e+05,8.452224685370741781e+02,5.848393717038736887e-03,5.500000000000000000e+00
8.956558132264527958e+05,8.417441867735471988e+02,5.778315702506578097e-03,5.500000000000000000e+00
8.991340949899798725e+05,8.382659050100201057e+02,5.709077393431741081e-03,5.500000000000000000e+00
9.026123767535069492e+05,8.347876232464930126e+02,5.640668728095730999e-03,5.500000000000000000e+00
9.060906585170339094e+05,8.313093414829661469e+02,5.573079765343971238e-03,5.500000000000000000e+00
9.095689402805611026e+05,8.278310597194389402e+02,5.506300683141138706e-03,5.500000000000000000e+00
9.130472220440881792e+05,8.243527779559118471e+02,5.440321777143855043e-03,5.500000000000000000e+00
9.165255038076151395e+05,8.208744961923848678e+02,5.375133459290427559e-03,5.500000000000000000e+00
9.200037855711422162e+05,8.173962144288577747e+02,5.310726256407517602e-03,5.500000000000000000e+00
9.234820673346692929e+05,8.139179326653306816e+02,5.247090808833497835e-03,5.500000000000000000e+00
9.269603490981962532e+05,8.104396509018037023e+02,5.184217869058310203e-03,5.500000000000000000e+00
9.304386308617234463e+05,8.069613691382766092e+02,5.122098300379595605e-03,5.500000000000000000e+00
9.339169126252505230e+05,8.034830873747495161e+02,5.060723075574980780e-03,5.500000000000000000e+00
9.373951943887774833e+05,8.000048056112225368e+02,5.000083275590217098e-03,5.500000000000000000e+00
9.408734761523045599e+05,7.965265238476954437e+02,4.895027133451847375e-03,5.500000000000000000e+00
9.443517579158315202e+05,7.930482420841684643e+02,4.792117449993196603e-03,5.500000000000000000e+00
9.478300396793585969e+05,7.895699603206413713e+02,4.691371268934188890e-03,5.500000000000000000e+00
9.513083214428856736e+05,7.860916785571142782e+02,4.592743106288520345e-03,5.500000000000000000e+00
9.547866032064127503e+05,7.826133967935872988e+02,4.496188434293933202e-03,5.500000000000000000e+00
9.582648849699398270e+05,7.791351150300602058e+02,4.401663661309197610e-03,5.500000000000000000e+00
9.617431667334669037e+05,7.756568332665331127e+02,4.309126112133786560e-03,5.500000000000000000e+00
9.652214484969938640e+05,7.721785515030061333e+02,4.218534008741214696e-03,5.500000000000000000e+00
9.686997302605209406e+05,7.687002697394790403e+02,4.129846451417503589e-03,5.500000000000000000e+00
9.721780120240480173e+05,7.652219879759519472e+02,4.043023400296129333e-03,5.500000000000000000e+00
9.756562937875749776e+05,7.617437062124249678e+02,3.958025657281170027e-03,5.500000000000000000e+00
9.791345755511021707e+05,7.582654244488978748e+02,3.874814848350513832e-03,5.500000000000000000e+00
9.826128573146292474e+05,7.547871426853707817e+02,3.793353406231099716e-03,5.500000000000000000e+00
9.860911390781562077e+05,7.513088609218438023e+02,3.713604553438376848e-03,5.500000000000000000e+00
9.895694208416832844e+05,7.478305791583167093e+02,3.635532285672320781e-03,5.500000000000000000e+00
9.930477026052103611e+05,7.443522973947896162e+02,3.559101355562555805e-03,5.500000000000000000e+00
9.965259843687373213e+05,7.408740156312626368e+02,3.484277256755178350e-03,5.500000000000000000e+00
1.000004266132264398e+06,7.373957338677356574e+02,3.411026208334121818e-03,5.500000000000000000e+00
1.003482547895791591e+06,7.339174521042084507e+02,3.339315139570074500e-03,5.500000000000000000e+00
1.006960829659318551e+06,7.304391703406814713e+02,3.269111674989990876e-03,5.500000000000000000e+00
