r_m,depth_km,sigma_S_m,eps_r
1.477859363594613038e+06,2.595406364053869765e+02,7.356321591102484481e-05,7.000000000000000000e+00
1.485225350005853921e+06,2.521746499941460797e+02,6.956408937041873969e-05,7.000000000000000000e+00
1.492382283389553428e+06,2.450177166104465698e+02,6.588680747823575062e-05,7.000000000000000000e+00
1.499336096850374714e+06,2.380639031496252755e+02,6.250017504793536308e-05,7.000000000000000000e+00
1.506092555106368847e+06,2.313074448936311569e+02,5.937647532157795042e-05,7.000000000000000000e+00
1.512657259267932503e+06,2.247427407320674888e+02,5.649103673609155696e-05,7.000000000000000000e+00
1.519035651481134119e+06,2.183643485188658815e+02,5.382185881737743498e-05,7.000000000000000000e+00
1.525233019439256517e+06,2.121669805607434967e+02,5.134928847720749367e-05,7.000000000000000000e+00
1.531254500766301760e+06,2.061454992336982457e+02,4.905573936605325564e-05,7.000000000000000000e+00
1.537105087276085047e+06,2.002949127239149618e+02,4.692544808194964583e-05,7.000000000000000000e+00
1.542789629110454116e+06,1.946103708895458908e+02,4.494426199217523704e-05,7.000000000000000000e+00
1.548312838760059560e+06,1.890871612399404285e+02,4.309945422427022510e-05,7.000000000000000000e+00
1.553679294971016934e+06,1.837207050289830761e+02,4.137956205290270522e-05,7.000000000000000000e+00
1.558893446540690027e+06,1.785065534593099699e+02,3.977424547159680730e-05,7.000000000000000000e+00
1.563959616005748278e+06,1.734403839942517322e+02,3.827416321156403489e-05,7.000000000000000000e+00
1.568882003225553781e+06,1.685179967744462317e+02,3.687086386883438110e-05,7.000000000000000000e+00
1.573664688863849500e+06,1.637353111361505000e+02,3.555669013789139769e-05,7.000000000000000000e+00
1.578311637771632057e+06,1.590883622283679415e+02,3.432469443526053507e-05,7.000000000000000000e+00
1.582826702274018433e+06,1.545732977259815755e+02,3.316856443840047666e-05,7.000000000000000000e+00
1.587213625363826519e+06,1.501863746361734684e+02,3.208255727077615778e-05,7.000000000000000000e+00
1.591476043804520043e+06,1.459239561954799456e+02,3.106144123895292680e-05,7.000000000000000000e+00
1.595617491145088105e+06,1.417825088549118959e+02,3.010044417675230077e-05,7.000000000000000000e+00
1.599641400649362011e+06,1.377585993506379793e+02,2.919520757898239535e-05,7.000000000000000000e+00
1.603551108142193407e+06,1.338488918578065920e+02,2.834174581635076420e-05,7.000000000000000000e+00
1.607349854774856940e+06,1.300501452251430692e+02,2.753640981669976985e-05,7.000000000000000000e+00
1.611040789711966645e+06,1.263592102880333528e+02,2.677585467802718369e-05,7.000000000000000000e+00
1.614626972742137732e+06,1.227730272578622674e+02,2.605701074785299760e-05,7.000000000000000000e+00
1.618111376814553514e+06,1.192886231854464825e+02,2.537705776303008479e-05,7.000000000000000000e+00
1.621496890503543662e+06,1.159031094964563380e+02,2.473340169548029322e-05,7.000000000000000000e+00
1.624786320403214544e+06,1.126136795967854596e+02,2.412365399375102285e-05,7.000000000000000000e+00
1.627982393454118865e+06,1.094176065458811422e+02,2.354561294874278298e-05,7.000000000000000000e+00
1.631087759203891503e+06,1.063122407961084974e+02,2.299724694529746967e-05,7.000000000000000000e+00
1.634104992003727704e+06,1.032950079962722896e+02,2.247667939029217583e-05,7.000000000000000000e+00
1.637036593142522732e+06,1.003634068574772726e+02,2.198217513306201435e-05,7.000000000000000000e+00
1.639884992920441553e+06,9.751500707955844405e+01,2.151212821590645210e-05,7.000000000000000000e+00
1.642652552663641749e+06,9.474744733635824900e+01,2.106505081155796315e-05,7.000000000000000000e+00
1.645341566681813914e+06,9.205843331818608988e+01,2.063956322120026911e-05,7.000000000000000000e+00
1.647954264170166804e+06,8.944573582983319682e+01,2.023438482123111768e-05,7.000000000000000000e+00
1.650492811057433020e+06,8.690718894256697524e+01,1.984832585976188335e-05,7.000000000000000000e+00
1.652959311801425414e+06,8.444068819857459118e+01,1.948028001506695001e-05,7.000000000000000000e+00
1.655355811133634066e+06,8.204418886636592845e+01,1.912921763805080968e-05,7.000000000000000000e+00
1.657684295754312072e+06,7.971570424568793101e+01,1.879417960946203490e-05,7.000000000000000000e+00
1.659946695979451062e+06,7.745330402054894137e+01,1.847427175021423972e-05,7.000000000000000000e+00
1.662144887341014808e+06,7.525511265898519753e+01,1.816865972989422891e-05,7.000000000000000000e+00
1.664280692141757812e+06,7.311930785824219470e+01,1.787656442447257979e-05,7.000000000000000000e+00
1.666355880965915276e+06,7.104411903408472995e+01,1.759725767947545861e-05,7.000000000000000000e+00
1.668372174147019628e+06,6.902782585298037077e+01,1.733005843951290471e-05,7.000000000000000000e+00
1.670331243194058305e+06,6.706875680594168898e+01,1.707432920916912423e-05,7.000000000000000000e+00
1.672234712177157169e+06,6.516528782284282784e+01,1.682947281390175713e-05,7.000000000000000000e+00
1.674084159073935123e+06,6.331584092606487957e+01,1.659492943283108349e-05,7.000000000000000000e+00
1.675881117077649105e+06,6.151888292235089750e+01,1.637017387817498164e-05,7.000000000000000000e+00
1.677627075868214015e+06,5.977292413178598451e+01,1.615471309864075286e-05,7.000000000000000000e+00
1.679323482847147156e+06,5.807651715285284411e+01,1.594808388636420471e-05,7.000000000000000000e+00
1.680971744337467244e+06,5.642825566253275582e+01,1.574985076901528323e-05,7.000000000000000000e+00
1.682573226749535417e+06,5.482677325046458350e+01,1.555960407050306537e-05,7.000000000000000000e+00
1.684129257713813102e+06,5.327074228618689489e+01,1.537695812533068499e-05,7.000000000000000000e+00
1.685641127181467135e+06,5.175887281853286481e+01,1.520154963310111964e-05,7.000000000000000000e+00
1.687110088493741117e+06,5.028991150625888196e+01,1.503303614096897448e-05,7.000000000000000000e+00
1.688537359420976602e+06,4.886264057902339886e+01,1.486228817928126448e-05,7.000000000000000000e+00
1.689924123172146035e+06,4.747587682785396623e+01,1.469608781903108755e-05,7.000000000000000000e+00
1.691271529375733808e+06,4.612847062426619260e+01,1.453638475078374626e-05,7.000000000000000000e+00
1.692580695032779360e+06,4.481930496722063850e+01,1.438287668140053179e-05,7.000000000000000000e+00
1.693852705442872364e+06,4.354729455712763553e+01,1.423527818554402455e-05,7.000000000000000000e+00
1.695088615103866905e+06,4.231138489613309162e+01,1.409331960195807862e-05,7.000000000000000000e+00
1.696289448586061597e+06,4.111055141393840273e+01,1.395674601193618895e-05,7.000000000000000000e+00
1.697456201381568797e+06,3.994379861843120239e+01,1.382531629317232814e-05,7.000000000000000000e+00
1.698589840729578864e+06,3.881015927042113844e+01,1.369880224280479683e-05,7.000000000000000000e+00
1.699691306418202352e+06,3.770869358179764674e+01,1.357698776402110792e-05,7.000000000000000000e+00
1.700761511563555105e+06,3.663848843644489506e+01,1.345966811109343293e-05,7.000000000000000000e+00
1.701801343366732588e+06,3.559865663326741014e+01,1.334664918816906816e-05,7.000000000000000000e+00
1.702811663849300472e+06,3.458833615069952572e+01,1.323774689754947502e-05,7.000000000000000000e+00
1.703793310567911249e+06,3.360668943208874992e+01,1.313278653356396897e-05,7.000000000000000000e+00
1.704747097308639204e+06,3.265290269136079360e+01,1.303160221847924456e-05,7.000000000000000000e+00
1.705673814761610469e+06,3.172618523838952953e+01,1.293403637719144924e-05,7.000000000000000000e+00
1.706574231176485540e+06,3.082576882351445846e+01,1.283993924772356460e-05,7.000000000000000000e+00
1.707449092999338638e+06,2.995090700066136336e+01,1.274916842480203143e-05,7.000000000000000000e+00
1.708299125491462881e+06,2.910087450853712099e+01,1.266158843401394577e-05,7.000000000000000000e+00
1.709125033330612583e+06,2.827496666938741754e+01,1.257707033425425091e-05,7.000000000000000000e+00
1.709927501195181161e+06,2.747249880481883721e+01,1.249549134636059442e-05,7.000000000000000000e+00
1.710707194331800798e+06,2.669280566819920253e+01,1.241673450600464733e-05,7.000000000000000000e+00
1.711464759106831625e+06,2.593524089316837333e+01,1.234068833906657468e-05,7.000000000000000000e+00
1.712200823542201892e+06,2.519917645779811011e+01,1.226724655786010463e-05,7.000000000000000000e+00
1.712915997836036375e+06,2.448400216396362694e+01,1.219630777670829219e-05,7.000000000000000000e+00
1.713610874868513318e+06,2.378912513148668140e+01,1.212777524548653577e-05,7.000000000000000000e+00
1.714286030693361303e+06,2.311396930663869753e+01,1.206155659985980161e-05,7.000000000000000000e+00
1.714942025015408872e+06,2.245797498459112873e+01,1.199756362703998377e-05,7.000000000000000000e+00
1.715579401654580375e+06,2.182059834541962573e+01,1.193571204597968370e-05,7.000000000000000000e+00
1.716198688996723155e+06,2.120131100327684592e+01,1.187592130100272762e-05,7.000000000000000000e+00
1.716800400431639515e+06,2.059959956836048534e+01,1.181811436794801166e-05,7.000000000000000000e+00
1.717385034778688569e+06,2.001496522131143152e+01,1.176221757197245747e-05,7.000000000000000000e+00
1.717953076700306498e+06,1.944692329969350197e+01,1.170816041622416511e-05,7.000000000000000000e+00
1.718504997103792848e+06,1.889500289620715279e+01,1.165587542065514002e-05,7.000000000000000000e+00
1.719041253531693714e+06,1.835874646830628620e+01,1.160529797029697370e-05,7.000000000000000000e+00
1.719562290541103343e+06,1.783770945889665782e+01,1.155636617237356156e-05,7.000000000000000000e+00
1.720068540072204312e+06,1.733145992779568800e+01,1.150902072166944268e-05,7.000000000000000000e+00
1.720560421806345228e+06,1.683957819365477349e+01,1.146320477361578538e-05,7.000000000000000000e+00
1.721038343513956992e+06,1.636165648604300671e+01,1.141886382459373210e-05,7.000000000000000000e+00
1.721502701392595191e+06,1.589729860740481016e+01,1.137594559899169032e-05,7.000000000000000000e+00
1.721953880395387998e+06,1.544611960461200262e+01,1.133439994258487568e-05,7.000000000000000000e+00
1.722392254550162936e+06,1.500774544983706349e+01,1.129417872183712478e-05,7.000000000000000000e+00
1.722818187269516289e+06,1.458181273048371018e+01,1.125523572875212571e-05,7.000000000000000000e+00
1.723232031652082456e+06,1.416796834791754378e+01,1.121752659092763815e-05,7.000000000000000000e+00
1.723634130775252590e+06,1.376586922474741037e+01,1.118100868649002437e-05,7.000000000000000000e+00
1.724024817979587242e+06,1.337518202041275828e+01,1.114564106360867200e-05,7.000000000000000000e+00
1.724404417145154206e+06,1.299558285484579478e+01,1.111138436431049482e-05,7.000000000000000000e+00
1.724773242960027419e+06,1.262675703997258125e+01,1.107820075233318492e-05,7.000000000000000000e+00
1.725131601181162521e+06,1.226839881883747907e+01,1.104605384477428877e-05,7.000000000000000000e+00
1.725479788887869334e+06,1.192021111213066575e+01,1.101490864730871123e-05,7.000000000000000000e+00
1.725818094728092197e+06,1.158190527190780195e+01,1.098473149276248586e-05,7.000000000000000000e+00
1.726146799157697940e+06,1.125320084230206064e+01,1.095548998284518710e-05,7.000000000000000000e+00
1.726466174672975205e+06,1.093382532702479537e+01,1.092715293285549746e-05,7.000000000000000000e+00
1.726776486036533490e+06,1.062351396346651100e+01,1.089969031918724526e-05,7.000000000000000000e+00
1.727077990496791899e+06,1.032200950320810051e+01,1.087307322947394321e-05,7.000000000000000000e+00
1.727370938001238042e+06,1.002906199876195714e+01,1.084727381522060198e-05,7.000000000000000000e+00
1.727655571403635200e+06,9.744428596364800299e+00,1.082226524678077470e-05,7.000000000000000000e+00
1.727932126665347721e+06,9.467873334652278317e+00,1.079802167054667320e-05,7.000000000000000000e+00
1.728200833050953923e+06,9.199166949046077235e+00,1.077451816822736289e-05,7.000000000000000000e+00
1.728461913318305742e+06,8.938086681694258573e+00,1.075173071809906871e-05,7.000000000000000000e+00
1.728715583903196501e+06,8.684416096803499130e+00,1.072963615811772384e-05,7.000000000000000000e+00
1.728962055098784855e+06,8.437944901215145066e+00,1.070821215079200508e-05,7.000000000000000000e+00
1.729201531229929533e+06,8.198468770070467926e+00,1.068743714971971407e-05,7.000000000000000000e+00
1.729434210822573397e+06,7.965789177426602308e+00,1.066729036769802526e-05,7.000000000000000000e+00
1.729660286768322578e+06,7.739713231677422201e+00,1.064775174632224523e-05,7.000000000000000000e+00
1.729879946484354092e+06,7.520053515645908071e+00,1.062880192699329117e-05,7.000000000000000000e+00
1.730093372068783734e+06,7.306627931216265637e+00,1.061042222325963076e-05,7.000000000000000000e+00
1.730300740451626480e+06,7.099259548373520801e+00,1.059259459442230575e-05,7.000000000000000000e+00
1.730502223541470943e+06,6.897776458529056853e+00,1.057530162033736025e-05,7.000000000000000000e+00
1.730697988367992919e+06,6.702011632007081054e+00,1.055852647735311026e-05,7.000000000000000000e+00
1.730888197220421862e+06,6.511802779578138356e+00,1.054225291532346519e-05,7.000000000000000000e+00
1.731073007782079512e+06,6.326992217920487604e+00,1.052646523564215106e-05,7.000000000000000000e+00
1.731252573261099169e+06,6.147426738900830578e+00,1.051114827024537191e-05,7.000000000000000000e+00
1.731427042517436203e+06,5.972957482563796994e+00,1.049628736153422536e-05,7.000000000000000000e+00
1.731596560186271556e+06,5.803439813728444641e+00,1.048186834317023965e-05,7.000000000000000000e+00
1.731761266797916032e+06,5.638733202083967555e+00,1.046787752170046772e-05,7.000000000000000000e+00
1.731921298894309206e+06,5.478701105690793938e+00,1.045430165897082669e-05,7.000000000000000000e+00
1.732076789142212830e+06,5.323210857787169736e+00,1.044112795528891759e-05,7.000000000000000000e+00
1.732227866443192353e+06,5.172133556807646748e+00,1.042834403329943178e-05,7.000000000000000000e+00
1.732374656040475471e+06,5.025343959524528614e+00,1.041593792253756671e-05,7.000000000000000000e+00
1.732517279622779926e+06,4.882720377220073793e+00,1.040389804462748765e-05,7.000000000000000000e+00
1.732655855425192276e+06,4.744144574807723558e+00,1.039221319909511028e-05,7.000000000000000000e+00
1.732790498327186331e+06,4.609501672813668627e+00,1.038087254976546818e-05,7.000000000000000000e+00
1.732921319947857177e+06,4.478680052142823165e+00,1.036986561171742282e-05,7.000000000000000000e+00
1.733048428738454590e+06,4.351571261545410074e+00,1.035918223876913303e-05,7.000000000000000000e+00
1.733171930072288262e+06,4.228069927711738174e+00,1.034881261146951463e-05,7.000000000000000000e+00
1.733291926332082599e+06,4.108073667917400584e+00,1.033874722557235827e-05,7.000000000000000000e+00
1.733408516994852806e+06,3.991483005147194341e+00,1.032897688097045042e-05,7.000000000000000000e+00
1.733521798714370001e+06,3.878201285629998996e+00,1.031949267106910120e-05,7.000000000000000000e+00
1.733631865401288960e+06,3.768134598711039729e+00,1.031028597257854524e-05,7.000000000000000000e+00
1.733738808300999226e+06,3.661191699000773792e+00,1.030134843570659784e-05,7.000000000000000000e+00
1.733842716069267597e+06,3.557283930732403121e+00,1.029267197473350927e-05,7.000000000000000000e+00
1.733943674845733447e+06,3.456325154266552957e+00,1.028424875895183611e-05,7.000000000000000000e+00
1.734041768325320212e+06,3.358231674679788004e+00,1.027607120395507497e-05,7.000000000000000000e+00
1.734137077827616595e+06,3.262922172383405428e+00,1.026813196326006792e-05,7.000000000000000000e+00
1.734229682364291977e+06,3.170317635708022941e+00,1.026042392024806165e-05,7.000000000000000000e+00
1.734319658704595873e+06,3.080341295404126711e+00,1.025294018041080693e-05,7.000000000000000000e+00
1.734407081439001486e+06,2.992918560998514277e+00,1.024567406388848298e-05,7.000000000000000000e+00
1.734492023041039705e+06,2.907976958960294844e+00,1.023861909828686140e-05,7.000000000000000000e+00
1.734574553927380126e+06,2.825446072619874016e+00,1.023176901176196834e-05,7.000000000000000000e+00
1.734654742516207043e+06,2.745257483792956865e+00,1.022511772636039121e-05,7.000000000000000000e+00
1.734732655283937929e+06,2.667344716062070908e+00,1.021865935160509463e-05,7.000000000000000000e+00
1.734808356820332119e+06,2.591643179667880936e+00,1.021238817831609146e-05,7.000000000000000000e+00
1.734881909882036271e+06,2.518090117963729391e+00,1.020629867265608743e-05,7.000000000000000000e+00
1.734953375444608973e+06,2.446624555391026856e+00,1.020038547039223111e-05,7.000000000000000000e+00
1.735022812753070612e+06,2.377187246929388653e+00,1.019464337136446184e-05,7.000000000000000000e+00
1.735090279371016659e+06,2.309720628983340962e+00,1.018906733415261403e-05,7.000000000000000000e+00
1.735155831228338415e+06,2.244168771661585016e+00,1.018365247093385824e-05,7.000000000000000000e+00
1.735219522667588899e+06,2.180477332411101088e+00,1.017839404252275911e-05,7.000000000000000000e+00
1.735281406489031855e+06,2.118593510968144855e+00,1.017328745358692330e-05,7.000000000000000000e+00
1.735341533994415542e+06,2.058466005584457914e+00,1.016832824803075968e-05,7.000000000000000000e+00
1.735399955029499484e+06,2.000044970500515884e+00,1.016351210454128205e-05,7.000000000000000000e+00
1.735456718025377952e+06,1.943281974622048436e+00,1.015883483228890873e-05,7.000000000000000000e+00
1.735511870038629277e+06,1.888129961370723420e+00,1.015429236677778035e-05,7.000000000000000000e+00
1.735565456790325465e+06,1.834543209674535325e+00,1.014988076583923983e-05,7.000000000000000000e+00
1.735617522703935159e+06,1.782477296064840733e+00,1.014559620576343800e-05,7.000000000000000000e+00
1.735668110942150932e+06,1.731889057849068214e+00,1.014143497756319659e-05,7.000000000000000000e+00
1.735717263442670926e+06,1.682736557329073568e+00,1.013739348336559032e-05,7.000000000000000000e+00
1.735765020952965599e+06,1.634979047034401445e+00,1.013346823292595059e-05,7.000000000000000000e+00
1.735811423064056551e+06,1.588576935943448953e+00,1.012965584025998626e-05,7.000000000000000000e+00
1.735856508243338903e+06,1.543491756661096614e+00,1.012595302038921710e-05,7.000000000000000000e+00
1.735900313866469311e+06,1.499686133530689469e+00,1.012235658619587268e-05,7.000000000000000000e+00
1.735942876248351764e+06,1.457123751648236043e+00,1.011886344538273699e-05,7.000000000000000000e+00
1.735984230673241895e+06,1.415769326758105295e+00,1.011547059753453193e-05,7.000000000000000000e+00
1.736024411423997488e+06,1.375588576002512164e+00,1.011217513127658932e-05,7.000000000000000000e+00
1.736063451810499653e+06,1.336548189500346817e+00,1.010897422152763343e-05,7.000000000000000000e+00
1.736101384197266540e+06,1.298615802733460445e+00,1.010586512684303665e-05,7.000000000000000000e+00
1.736138240030282876e+06,1.261759969717124452e+00,1.010284518684533494e-05,7.000000000000000000e+00
1.736174049863070250e+06,1.225950136929750522e+00,1.009991181973864519e-05,7.000000000000000000e+00
1.736208843382014195e+06,1.191156617985805521e+00,1.009706251990447740e-05,7.000000000000000000e+00
1.736242649430975318e+06,1.157350569024682141e+00,1.009429485557538581e-05,7.000000000000000000e+00
1.736275496035201009e+06,1.124503964798990729e+00,1.009160646658407371e-05,7.000000000000000000e+00
1.736307410424557514e+06,1.092589575442485472e+00,1.008899506218527191e-05,7.000000000000000000e+00
1.736338419056104729e+06,1.061580943895271023e+00,1.008645841894757369e-05,7.000000000000000000e+00
1.736368547636027448e+06,1.031452363972552133e+00,1.008399437871310526e-05,7.000000000000000000e+00
1.736397821140947985e+06,1.002178859052015536e+00,1.008160084662231771e-05,7.000000000000000000e+00
1.736426263838629704e+06,9.737361613702960605e-01,1.007927578920194573e-05,7.000000000000000000e+00
1.736453899308096617e+06,9.461006919033825291e-01,1.007701723251363069e-05,7.000000000000000000e+00
1.736480750459179282e+06,9.192495408207178587e-01,1.007482326036144142e-05,7.000000000000000000e+00
1.736506839551507961e+06,8.931604484920390163e-01,1.007269201255594792e-05,7.000000000000000000e+00
1.736532188212965149e+06,8.678117870348505125e-01,1.007062168323317268e-05,7.000000000000000000e+00
1.736556817457615864e+06,8.431825423841364797e-01,1.006861051922634264e-05,7.000000000000000000e+00
1.736580747703127330e+06,8.192522968726698718e-01,1.006665681848891034e-05,7.000000000000000000e+00
1.736603998787696240e+06,7.960012123037595311e-01,1.006475892856667929e-05,7.000000000000000000e+00
1.736626589986494277e+06,7.734100135057233594e-01,1.006291524511790017e-05,7.000000000000000000e+00
1.736648540027646581e+06,7.514599723534193254e-01,1.006112421047931525e-05,7.000000000000000000e+00
1.736669867107758531e+06,7.301328922414686007e-01,1.005938431227686843e-05,7.000000000000000000e+00
1.736690588907000143e+06,7.094110929998569404e-01,1.005769408207935491e-05,7.000000000000000000e+00
1.736710722603762988e+06,6.892773962370120078e-01,1.005605209409387351e-05,7.000000000000000000e+00
1.736730284888901049e+06,6.697151110989507661e-01,1.005445696390149790e-05,7.000000000000000000e+00
1.736749291979567381e+06,6.507080204326193273e-01,1.005290734723187908e-05,7.000000000000000000e+00
1.736767759632658679e+06,6.322403673413209413e-01,1.005140193877544433e-05,7.000000000000000000e+00
1.736785703157876618e+06,6.142968421233817589e-01,1.004993947103224553e-05,7.000000000000000000e+00
1.736803137430421542e+06,5.968625695784576246e-01,1.004851871319576459e-05,7.000000000000000000e+00
1.736820076903321780e+06,5.799230966782197294e-01,1.004713847007107783e-05,7.000000000000000000e+00
1.736836535619416740e+06,5.634643805832602048e-01,1.004579758102585487e-05,7.000000000000000000e+00
1.736852527222997742e+06,5.474727770022582707e-01,1.004449491897337524e-05,7.000000000000000000e+00
1.736868064971119864e+06,5.319350288801361071e-01,1.004322938938627373e-05,7.000000000000000000e+00
1.736883161744591314e+06,5.168382554086856651e-01,1.004199992934052822e-05,7.000000000000000000e+00
1.736897830058651278e+06,5.021699413487221708e-01,1.004080550658807034e-05,7.000000000000000000e+00
1.736912082073346712e+06,4.879179266532883141e-01,1.003964511865751945e-05,7.000000000000000000e+00
1.736925929603611352e+06,4.740703963886480632e-01,1.003851779198214694e-05,7.000000000000000000e+00
1.736939384129061131e+06,4.606158709388691874e-01,1.003742258105400882e-05,7.000000000000000000e+00
1.736952456803510664e+06,4.475431964893359926e-01,1.003635856760356720e-05,7.000000000000000000e+00
1.736965158464219421e+06,4.348415357805788251e-01,1.003532485980397566e-05,7.000000000000000000e+00
1.736977499640876660e+06,4.225003591233398859e-01,1.003432059149905789e-05,7.000000000000000000e+00
