r_m,depth_km,sigma_S_m,eps_r
6.000018633266533725e+05,1.137398136673346698e+03,3.960321569023577543e-02,6.000000000000000000e+00
6.034801450901802164e+05,1.133919854909819833e+03,3.895266039348409953e-02,6.000000000000000000e+00
6.069584268537072930e+05,1.130441573146292740e+03,3.831279165808237908e-02,6.000000000000000000e+00
6.104367086172343697e+05,1.126963291382765647e+03,3.768343393770273719e-02,6.000000000000000000e+00
6.139149903807614464e+05,1.123485009619238554e+03,3.706441456968683629e-02,6.000000000000000000e+00
6.173932721442885231e+05,1.120006727855711461e+03,3.645556372767665837e-02,6.000000000000000000e+00
6.208715539078155998e+05,1.116528446092184367e+03,3.585671437502274683e-02,6.000000000000000000e+00
6.243498356713424437e+05,1.113050164328657502e+03,3.526770221895850904e-02,6.000000000000000000e+00
6.278281174348695204e+05,1.109571882565130409e+03,3.468836566552647299e-02,6.000000000000000000e+00
6.313063991983965971e+05,1.106093600801603316e+03,3.411854577524589538e-02,6.000000000000000000e+00
6.347846809619236737e+05,1.102615319038076223e+03,3.355808621950771148e-02,6.000000000000000000e+00
6.382629627254509833e+05,1.099137037274549130e+03,3.300683323768649480e-02,6.000000000000000000e+00
6.417412444889780600e+05,1.095658755511022036e+03,3.246463559495637446e-02,6.000000000000000000e+00
6.452195262525049038e+05,1.092180473747495171e+03,3.193134454080041179e-02,6.000000000000000000e+00
6.486978080160319805e+05,1.088702191983968078e+03,3.140681376820095294e-02,6.000000000000000000e+00
6.521760897795590572e+05,1.085223910220440985e+03,3.089089937350104551e-02,6.000000000000000000e+00
6.556543715430861339e+05,1.081745628456913892e+03,3.038345981692456080e-02,6.000000000000000000e+00
6.591326533066132106e+05,1.078267346693386799e+03,2.988435588374530744e-02,6.000000000000000000e+00
6.626109350701402873e+05,1.074789064929859705e+03,2.939345064609366620e-02,6.000000000000000000e+00
6.660892168336671311e+05,1.071310783166332840e+03,2.891060942539098316e-02,6.000000000000000000e+00
6.695674985971942078e+05,1.067832501402805747e+03,2.843569975540056680e-02,6.000000000000000000e+00
6.730457803607212845e+05,1.064354219639278654e+03,2.796859134588628587e-02,6.000000000000000000e+00
6.765240621242483612e+05,1.060875937875751561e+03,2.750915604686744384e-02,6.000000000000000000e+00
6.800023438877754379e+05,1.057397656112224468e+03,2.705726781346140530e-02,6.000000000000000000e+00
6.834806256513022818e+05,1.053919374348697829e+03,2.661280267130334762e-02,6.000000000000000000e+00
6.869589074148295913e+05,1.050441092585170509e+03,2.617563868253430098e-02,6.000000000000000000e+00
6.904371891783565516e+05,1.046962810821643416e+03,2.574565591234776601e-02,6.000000000000000000e+00
6.939154709418836283e+05,1.043484529058116323e+03,2.532273639608600274e-02,6.000000000000000000e+00
6.973937527054108214e+05,1.040006247294589230e+03,2.490676410687658188e-02,6.000000000000000000e+00
7.008720344689378981e+05,1.036527965531062137e+03,2.449762492380087864e-02,6.000000000000000000e+00
7.043503162324647419e+05,1.033049683767535271e+03,2.409520660058515895e-02,6.000000000000000000e+00
7.078285979959918186e+05,1.029571402004008178e+03,2.369939873480616035e-02,6.000000000000000000e+00
7.113068797595188953e+05,1.026093120240481085e+03,2.331009273760248357e-02,6.000000000000000000e+00
7.147851615230459720e+05,1.022614838476953992e+03,2.292718180388354093e-02,6.000000000000000000e+00
7.182634432865730487e+05,1.019136556713426899e+03,2.255056088302775930e-02,6.000000000000000000e+00
7.217417250501001254e+05,1.015658274949899919e+03,2.218012665006236644e-02,6.000000000000000000e+00
7.252200068136272021e+05,1.012179993186372826e+03,2.181577747731629213e-02,6.000000000000000000e+00
7.286982885771542788e+05,1.008701711422845733e+03,2.145741340653896378e-02,6.000000000000000000e+00
7.321765703406812390e+05,1.005223429659318754e+03,2.110493612147706574e-02,6.000000000000000000e+00
7.356548521042083157e+05,1.001745147895791661e+03,2.075824892090162230e-02,6.000000000000000000e+00
7.391331338677353924e+05,9.982668661322645676e+02,2.041725669207831301e-02,6.000000000000000000e+00
7.426114156312624691e+05,9.947885843687374745e+02,2.008186588467361297e-02,6.000000000000000000e+00
7.460896973947895458e+05,9.913103026052104951e+02,1.975198448508936125e-02,6.000000000000000000e+00
7.495679791583166225e+05,9.878320208416834021e+02,1.942752199121916892e-02,6.000000000000000000e+00
7.530462609218435828e+05,9.843537390781564227e+02,1.910838938761940525e-02,6.000000000000000000e+00
7.565245426853706595e+05,9.808754573146293296e+02,1.879449912108797222e-02,6.000000000000000000e+00
7.600028244488976197e+05,9.773971755511023503e+02,1.848576507664436222e-02,6.000000000000000000e+00
7.634811062124246964e+05,9.739188937875752572e+02,1.818210255390421276e-02,6.000000000000000000e+00
7.669593879759518895e+05,9.704406120240481641e+02,1.788342824384202626e-02,6.000000000000000000e+00
7.704376697394788498e+05,9.669623302605211848e+02,1.758966020593547355e-02,6.000000000000000000e+00
7.739159515030059265e+05,9.634840484969940917e+02,1.730071784568526852e-02,6.000000000000000000e+00
7.773942332665330032e+05,9.600057667334669986e+02,1.701652189250431671e-02,6.000000000000000000e+00
7.808725150300599635e+05,9.565274849699400193e+02,1.673699437796994857e-02,6.000000000000000000e+00
7.843507967935870402e+05,9.530492032064129262e+02,1.646205861443353000e-02,6.000000000000000000e+00
7.878290785571141168e+05,9.495709214428858331e+02,1.619163917398144456e-02,6.000000000000000000e+00
7.913073603206411935e+05,9.460926396793588538e+02,1.592566186774155984e-02,6.000000000000000000e+00
7.947856420841682702e+05,9.426143579158317607e+02,1.566405372552974115e-02,6.000000000000000000e+00
7.982639238476953469e+05,9.391360761523046676e+02,1.540674297583071763e-02,6.000000000000000000e+00
8.017422056112223072e+05,9.356577943887776883e+02,1.515365902610766452e-02,6.000000000000000000e+00
8.052204873747493839e+05,9.321795126252505952e+02,1.490473244343537042e-02,6.000000000000000000e+00
8.086987691382764606e+05,9.287012308617235021e+02,1.465989493545152844e-02,6.000000000000000000e+00
8.121770509018034209e+05,9.252229490981965228e+02,1.441907933162083107e-02,6.000000000000000000e+00
8.156553326653306140e+05,9.217446673346694297e+02,1.418221956480694018e-02,6.000000000000000000e+00
8.191336144288576907e+05,9.182663855711423366e+02,1.394925065314718202e-02,6.000000000000000000e+00
8.226118961923846509e+05,9.147881038076153573e+02,1.372010868222486857e-02,6.000000000000000000e+00
8.260901779559117276e+05,9.113098220440882642e+02,1.349473078753457393e-02,6.000000000000000000e+00
8.295684597194388043e+05,9.078315402805611711e+02,1.327305513723546319e-02,6.000000000000000000e+00
8.330467414829657646e+05,9.043532585170341918e+02,1.305502091518780973e-02,6.000000000000000000e+00
8.365250232464929577e+05,9.008749767535070987e+02,1.284056830426828430e-02,6.000000000000000000e+00
8.400033050100200344e+05,8.973966949899800056e+02,1.262963846995931311e-02,6.000000000000000000e+00
8.434815867735469947e+05,8.939184132264530263e+02,1.242217354420791994e-02,6.000000000000000000e+00
8.469598685370740714e+05,8.904401314629259332e+02,1.221811660954981275e-02,6.000000000000000000e+00
8.504381503006011480e+05,8.869618496993988401e+02,1.201741168349420436e-02,6.000000000000000000e+00
8.539164320641281083e+05,8.834835679358718608e+02,1.182000370316520915e-02,6.000000000000000000e+00
8.573947138276551850e+05,8.800052861723447677e+02,1.162583851019541835e-02,6.000000000000000000e+00
8.608729955911823781e+05,8.765270044088176746e+02,1.143486283586772102e-02,6.000000000000000000e+00
8.643512773547093384e+05,8.730487226452906953e+02,1.124702428650120774e-02,6.000000000000000000e+00
8.678295591182364151e+05,8.695704408817636022e+02,1.106227132907703498e-02,6.000000000000000000e+00
8.713078408817634918e+05,8.660921591182365091e+02,1.088055327710050514e-02,6.000000000000000000e+00
8.747861226452904521e+05,8.626138773547095298e+02,1.070182027669538613e-02,6.000000000000000000e+00
8.782644044088175287e+05,8.591355955911824367e+02,1.052602329292657776e-02,6.000000000000000000e+00
8.817426861723446054e+05,8.556573138276553436e+02,1.035311409634752551e-02,6.000000000000000000e+00
8.852209679358716821e+05,8.521790320641283643e+02,1.018304524976862933e-02,6.000000000000000000e+00
8.886992496993987588e+05,8.487007503006012712e+02,1.001577009524291795e-02,6.000000000000000000e+00
8.921775314629258355e+05,8.452224685370741781e+02,9.851242741265586744e-03,6.000000000000000000e+00
8.956558132264527958e+05,8.417441867735471988e+02,9.689418050183815426e-03,6.000000000000000000e+00
8.991340949899798725e+05,8.382659050100201057e+02,9.530251625813307426e-03,6.000000000000000000e+00
9.026123767535069492e+05,8.347876232464930126e+02,9.373699801258357500e-03,6.000000000000000000e+00
9.060906585170339094e+05,8.313093414829661469e+02,9.219719626931945078e-03,6.000000000000000000e+00
9.095689402805611026e+05,8.278310597194389402e+02,9.068268858772600763e-03,6.000000000000000000e+00
9.130472220440881792e+05,8.243527779559118471e+02,8.919305946654892264e-03,6.000000000000000000e+00
9.165255038076151395e+05,8.208744961923848678e+02,8.772790022990240716e-03,6.000000000000000000e+00
9.200037855711422162e+05,8.173962144288577747e+02,8.628680891514986517e-03,6.000000000000000000e+00
9.234820673346692929e+05,8.139179326653306816e+02,8.486939016262682808e-03,6.000000000000000000e+00
9.269603490981962532e+05,8.104396509018037023e+02,8.347525510717483666e-03,6.000000000000000000e+00
9.304386308617234463e+05,8.069613691382766092e+02,8.210402127145723095e-03,6.000000000000000000e+00
9.339169126252505230e+05,8.034830873747495161e+02,8.075531246102767013e-03,6.000000000000000000e+00
9.373951943887774833e+05,8.000048056112225368e+02,7.942875866112213482e-03,6.000000000000000000e+00
9.408734761523045599e+05,7.965265238476954437e+02,7.812399593514614445e-03,6.000000000000000000e+00
9.443517579158315202e+05,7.930482420841684643e+02,7.684066632482995478e-03,6.000000000000000000e+00
9.478300396793585969e+05,7.895699603206413713e+02,7.557841775202340726e-03,6.000000000000000000e+00
9.513083214428856736e+05,7.860916785571142782e+02,7.433690392210438348e-03,6.000000000000000000e+00
9.547866032064127503e+05,7.826133967935872988e+02,7.311578422897374238e-03,6.000000000000000000e+00
9.582648849699398270e+05,7.791351150300602058e+02,7.191472366161070183e-03,6.000000000000000000e+00
9.617431667334669037e+05,7.756568332665331127e+02,7.073339271216378017e-03,6.000000000000000000e+00
9.652214484969938640e+05,7.721785515030061333e+02,6.957146728555096450e-03,6.000000000000000000e+00
9.686997302605209406e+05,7.687002697394790403e+02,6.842862861054500173e-03,6.000000000000000000e+00
9.721780120240480173e+05,7.652219879759519472e+02,6.730456315231953500e-03,6.000000000000000000e+00
9.756562937875749776e+05,7.617437062124249678e+02,6.619896252643156509e-03,6.000000000000000000e+00
9.791345755511021707e+05,7.582654244488978748e+02,6.511152341421681811e-03,6.000000000000000000e+00
9.826128573146292474e+05,7.547871426853707817e+02,6.404194747957531186e-03,6.000000000000000000e+00
9.860911390781562077e+05,7.513088609218438023e+02,6.298994128712351141e-03,6.000000000000000000e+00
9.895694208416832844e+05,7.478305791583167093e+02,6.195521622169097332e-03,6.000000000000000000e+00
9.930477026052103611e+05,7.443522973947896162e+02,6.093748840913971662e-03,6.000000000000000000e+00
9.965259843687373213e+05,7.408740156312626368e+02,5.993647863848400315e-03,6.000000000000000000e+00
1.000004266132264398e+06,7.373957338677356574e+02,5.895191228528945046e-03,6.000000000000000000e+00
1.003482547895791591e+06,7.339174521042084507e+02,5.798351923633070400e-03,6.000000000000000000e+00
1.006960829659318551e+06,7.304391703406814713e+02,5.703103381548646142e-03,6.000000000000000000e+00
